date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_mw,outage_state_mw,outage_total_mw,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw
2022-03-14,48170.0,56032.0,42390.0,21275.0,2619.0,170486.0,350.0,9.0,0.0,294.0,0.0,653.0,1054.0,1368.0,1136.0,448.0,47.0,4053.0,144.0,39.0,88.0,32.0,11.0,313.0,7.0,36.0,42.0,,,86.0,90.68,48.13,114.48,5.35,0.28,259.0,6.05,0.39,0.0,1.94,0.0,8.38,0.025,0.0,0.07,2.38,2.45,83.6,13.95,3169.0,77.0,313.0,135.0,60.0,405.0,4160.0,9.75,20.52,27579.0,39054.0,66633.0,104.3,-142.3,208.3,-176.2,0.2,0.8,-12.1,-20.5,50422.0,61450.0,54016.0,21591.0,2670.0,185057.0
2022-03-15,51026.0,58270.0,47632.0,22286.0,2747.0,181961.0,400.0,100.0,0.0,367.0,0.0,867.0,1103.0,1407.0,1196.0,463.0,50.0,4220.0,158.0,47.0,104.0,33.0,10.0,353.0,24.0,43.0,38.0,,,105.0,92.7,45.79,116.72,6.07,0.43,262.0,7.32,1.08,0.0,1.59,0.0,9.99,0.055,0.0,2.44,10.7,13.15,75.43,11.42,3278.0,74.0,353.0,135.0,60.0,428.0,4328.0,9.89,21.16,25879.0,37857.0,63736.0,108.8,-170.0,224.3,-172.6,1.8,0.9,-11.4,-20.2,52838.0,64188.0,57784.0,22411.0,2834.0,194461.0
2022-03-18,49974.0,58012.0,48795.0,22919.0,2844.0,182544.0,325.0,0.0,0.0,684.0,0.0,1009.0,1137.0,1447.0,1234.0,489.0,51.0,4358.0,188.0,83.0,117.0,41.0,10.0,438.0,26.0,70.0,26.0,,,122.0,95.15,49.79,108.69,5.34,0.44,259.0,17.06,0.0,0.52,6.6,0.01,24.19,0.098,1.02,4.81,18.03,23.86,69.0,7.14,3311.0,71.0,438.0,135.0,68.0,443.0,4466.0,9.93,22.75,28249.0,39109.0,67358.0,111.9,-210.8,243.9,-150.9,3.4,4.2,-7.9,-20.7,52806.0,65696.0,58751.0,23240.0,2876.0,199267.0
2022-03-19,43111.0,47720.0,45263.0,21379.0,2621.0,160094.0,250.0,4.0,0.0,130.0,0.0,384.0,1054.0,1268.0,1210.0,465.0,49.0,4046.0,190.0,43.0,90.0,42.0,9.0,375.0,25.0,82.0,39.0,,,147.0,94.47,47.54,109.44,5.26,0.42,257.0,5.9,0.36,0.04,1.4,0.0,7.7,0.038,0.0,0.71,6.3,7.0,76.85,16.14,3038.0,74.0,375.0,135.0,67.0,467.0,4155.0,11.23,23.49,27989.0,43051.0,71040.0,68.8,-229.4,282.5,-129.7,3.3,8.7,-6.6,-20.6,47749.0,58973.0,59175.0,21691.0,2722.0,179911.0
2022-03-20,48519.0,56581.0,44674.0,21614.0,2762.0,174150.0,250.0,0.0,0.0,266.0,0.0,516.0,1055.0,1353.0,1185.0,459.0,49.0,4100.0,195.0,36.0,81.0,44.0,11.0,368.0,32.0,91.0,80.0,,,203.0,97.01,47.27,103.68,5.45,0.35,254.0,4.65,0.0,0.0,1.49,0.0,6.14,0.031,0.0,0.0,2.84,2.84,76.82,20.34,3046.0,74.0,368.0,135.0,72.0,520.0,4214.0,12.34,24.26,27139.0,38679.0,65818.0,51.7,-154.4,240.7,-140.2,-1.1,11.2,-4.9,-20.5,51344.0,62060.0,58110.0,22192.0,2791.0,189354.0
2022-03-21,49409.0,56526.0,42774.0,22726.0,2738.0,174173.0,15.0,0.0,0.0,259.0,0.0,274.0,1103.0,1401.0,1123.0,477.0,49.0,4152.0,188.0,36.0,91.0,51.0,11.0,376.0,12.0,87.0,98.0,,,197.0,89.4,46.49,93.42,4.68,0.39,234.0,7.66,0.0,0.0,2.5,0.0,10.16,0.046,0.01,1.28,10.64,11.93,78.87,9.2,3103.0,73.0,376.0,135.0,71.0,493.0,4251.0,11.59,23.62,26889.0,40234.0,67123.0,121.3,-152.4,167.7,-137.2,1.2,12.1,-7.7,-20.7,52431.0,62210.0,52730.0,23112.0,2750.0,186640.0
2022-03-22,52157.0,58959.0,46628.0,23152.0,2967.0,183863.0,1360.0,20.0,0.0,753.0,0.0,2133.0,1146.0,1434.0,1186.0,502.0,52.0,4320.0,177.0,66.0,107.0,60.0,10.0,420.0,10.0,69.0,74.0,,,153.0,89.22,46.92,106.19,4.96,0.39,248.0,18.81,0.14,0.0,5.42,0.0,24.37,0.096,0.27,8.1,13.92,22.29,70.83,6.89,3253.0,72.0,420.0,135.0,73.0,465.0,4418.0,10.52,23.08,27572.0,37193.0,64765.0,154.6,-185.6,163.9,-144.3,4.4,9.7,-9.6,-20.8,54308.0,63764.0,57669.0,23349.0,3014.0,196968.0
2022-03-23,51970.0,58585.0,47820.0,23941.0,2957.0,185273.0,1050.0,40.0,0.0,781.0,0.0,1871.0,1143.0,1436.0,1190.0,516.0,53.0,4338.0,170.0,75.0,117.0,49.0,10.0,421.0,30.0,68.0,49.0,,,146.0,92.59,43.8,85.24,5.18,0.36,227.0,22.54,1.36,4.09,7.04,0.28,35.31,0.197,4.54,11.34,24.82,40.7,56.01,3.29,3290.0,71.0,421.0,134.0,72.0,441.0,4430.0,9.96,22.5,27727.0,36991.0,64718.0,120.7,-186.1,180.4,-128.3,5.9,8.6,3.1,-20.9,54152.0,63626.0,57169.0,24211.0,3038.0,194496.0
2022-03-24,52342.0,59367.0,47784.0,23651.0,2996.0,186140.0,822.0,0.0,0.0,740.0,0.0,1562.0,1134.0,1439.0,1203.0,514.0,54.0,4344.0,168.0,74.0,106.0,46.0,10.0,404.0,28.0,80.0,25.0,,,133.0,92.35,41.57,97.86,4.5,0.35,237.0,27.03,0.31,4.7,8.12,0.0,40.16,0.112,0.86,4.48,27.01,32.35,60.37,7.28,3334.0,73.0,404.0,134.0,69.0,435.0,4448.0,9.77,21.86,25321.0,34938.0,60259.0,119.6,-199.2,186.1,-122.6,8.6,8.2,-5.0,-21.0,53575.0,63464.0,58012.0,23815.0,3071.0,196302.0
2022-03-25,50446.0,58717.0,47193.0,23091.0,2599.0,182046.0,2059.0,0.0,0.0,472.0,0.0,2531.0,1133.0,1438.0,1195.0,515.0,49.0,4329.0,165.0,61.0,98.0,45.0,10.0,379.0,21.0,64.0,31.0,,,115.0,92.17,38.31,97.07,5.1,0.33,233.0,42.35,0.02,0.0,4.75,0.0,47.12,0.09,0.41,3.74,20.52,24.66,66.68,8.66,3372.0,65.0,379.0,134.0,68.0,413.0,4431.0,9.33,20.92,26621.0,35368.0,61990.0,128.0,-194.8,181.4,-122.6,1.7,8.6,-6.8,-20.1,52379.0,63690.0,57773.0,23822.0,2638.0,194512.0
2022-03-26,49376.0,58992.0,47759.0,24116.0,2285.0,182528.0,3356.0,50.0,0.0,654.0,0.0,4060.0,1125.0,1444.0,1186.0,513.0,44.0,4311.0,160.0,62.0,109.0,54.0,9.0,394.0,4.0,42.0,28.0,,,73.0,92.63,41.24,98.05,4.84,0.3,237.0,60.97,0.33,1.6,5.96,0.0,68.86,0.186,3.69,10.92,28.95,43.57,52.54,3.89,3384.0,65.0,394.0,116.0,76.0,378.0,4413.0,8.57,20.12,24880.0,33838.0,58719.0,144.1,-195.0,169.2,-121.8,-2.7,9.0,-10.6,-19.7,52923.0,63479.0,57720.0,24449.0,2356.0,194046.0
2022-03-27,49981.0,59090.0,47677.0,23539.0,2508.0,182795.0,1420.0,130.0,0.0,473.0,0.0,2023.0,1085.0,1444.0,1192.0,506.0,44.0,4270.0,146.0,53.0,102.0,58.0,12.0,370.0,5.0,38.0,22.0,,,65.0,98.18,45.76,99.14,4.82,0.37,248.0,25.62,3.14,0.2,8.13,0.0,37.09,0.096,1.31,5.01,14.69,21.0,69.15,9.85,3351.0,72.0,370.0,112.0,82.0,381.0,4368.0,8.71,19.75,23471.0,32220.0,55692.0,117.3,-179.1,176.2,-116.0,-5.8,10.9,-8.7,-19.7,53031.0,63959.0,58832.0,23962.0,2545.0,192853.0
2022-03-28,47486.0,56460.0,43631.0,23023.0,2638.0,173238.0,258.0,10.0,0.0,394.0,0.0,662.0,1092.0,1399.0,1149.0,506.0,45.0,4192.0,153.0,43.0,89.0,42.0,11.0,337.0,11.0,64.0,24.0,,,99.0,97.04,47.77,102.56,4.69,0.4,252.0,5.65,2.37,0.0,1.91,0.0,9.93,0.032,0.0,0.02,3.28,3.3,70.69,26.02,3283.0,73.0,337.0,112.0,74.0,425.0,4304.0,9.87,20.31,23166.0,33660.0,56827.0,94.0,-168.0,178.1,-105.7,-3.7,6.1,-8.3,-24.5,52263.0,60612.0,56305.0,23764.0,2642.0,185065.0
2022-03-29,49350.0,59661.0,47566.0,24194.0,2559.0,183330.0,590.0,120.0,0.0,703.0,0.0,1413.0,1141.0,1434.0,1195.0,514.0,46.0,4330.0,159.0,58.0,88.0,43.0,10.0,359.0,21.0,100.0,21.0,,,141.0,99.22,49.42,110.52,5.45,0.29,265.0,6.25,2.57,0.0,4.87,0.0,13.69,0.051,0.0,1.1,12.23,13.33,71.11,15.55,3365.0,76.0,359.0,112.0,76.0,474.0,4461.0,10.63,21.18,23440.0,34525.0,57965.0,103.9,-204.1,196.5,-104.6,-0.4,5.8,-8.1,-25.0,53658.0,62766.0,59518.0,24953.0,2588.0,196135.0
2022-03-30,50675.0,61321.0,47824.0,23686.0,2666.0,186172.0,670.0,417.0,300.0,611.0,0.0,1998.0,1164.0,1462.0,1234.0,523.0,47.0,4430.0,171.0,64.0,100.0,50.0,11.0,395.0,15.0,114.0,31.0,,,160.0,100.03,50.67,111.37,5.02,0.21,267.0,10.76,5.35,14.04,8.33,0.0,38.48,0.064,1.4,2.65,6.91,10.96,78.61,10.43,3382.0,74.0,395.0,111.0,78.0,496.0,4536.0,10.94,22.09,24281.0,32915.0,57196.0,98.1,-214.7,204.8,-95.1,0.2,5.8,-7.7,-25.5,53009.0,64447.0,59360.0,24128.0,2720.0,198182.0
2022-03-31,50435.0,60907.0,47927.0,23998.0,2637.0,185904.0,1848.0,116.0,773.0,320.0,0.0,3057.0,1170.0,1467.0,1232.0,521.0,47.0,4437.0,177.0,57.0,99.0,56.0,12.0,401.0,19.0,75.0,43.0,,,136.0,98.76,48.27,108.0,5.06,0.16,260.0,11.88,2.73,19.84,2.67,0.0,37.12,0.049,0.0,0.66,14.28,14.94,77.64,7.42,3427.0,75.0,401.0,111.0,78.0,465.0,4558.0,10.21,21.45,23721.0,33120.0,56841.0,91.3,-197.2,206.3,-103.8,-1.3,10.6,-7.5,-25.8,53369.0,63840.0,59652.0,24347.0,2603.0,198970.0
2022-04-01,50094.0,60855.0,48949.0,23170.0,2662.0,185730.0,1988.0,130.0,563.0,770.0,0.0,3451.0,1182.0,1464.0,1245.0,521.0,50.0,4463.0,179.0,65.0,97.0,59.0,16.0,417.0,8.0,62.0,47.0,,,117.0,103.67,48.19,111.06,5.07,0.12,268.0,13.07,5.03,18.65,6.07,0.0,42.82,0.071,0.0,3.24,16.76,20.0,74.49,5.51,3435.0,75.0,417.0,111.0,78.0,453.0,4570.0,9.92,21.47,24306.0,30393.0,54698.0,99.0,-192.7,201.4,-106.3,-6.0,11.3,-8.1,-26.1,53559.0,64215.0,59765.0,23691.0,2712.0,199298.0
2022-04-02,53636.0,59709.0,47201.0,24107.0,2466.0,187119.0,510.0,0.0,35.0,265.0,0.0,810.0,1176.0,1444.0,1252.0,520.0,48.0,4440.0,172.0,51.0,90.0,57.0,20.0,391.0,11.0,66.0,42.0,,,119.0,101.79,49.04,106.69,4.97,0.35,263.0,4.65,0.25,0.74,4.21,0.0,9.85,0.025,0.0,0.0,1.12,1.12,79.4,19.48,3452.0,79.0,391.0,112.0,62.0,451.0,4547.0,9.93,20.98,24321.0,28827.0,53148.0,71.1,-185.4,229.7,-109.2,-5.2,15.2,-6.5,-25.9,54752.0,62545.0,60814.0,24462.0,2626.0,198477.0
2022-04-03,53201.0,58808.0,44711.0,24020.0,2644.0,183384.0,1000.0,216.0,0.0,449.0,1.0,1666.0,1145.0,1442.0,1209.0,534.0,47.0,4376.0,175.0,49.0,77.0,59.0,23.0,383.0,19.0,54.0,38.0,,,111.0,103.08,49.9,102.73,4.95,0.15,261.0,8.67,0.87,0.0,4.06,0.1,13.7,0.048,0.54,1.42,7.73,9.7,76.81,13.49,3414.0,80.0,383.0,111.0,66.0,436.0,4489.0,9.7,20.71,26746.0,31185.0,57930.0,47.6,-157.8,224.1,-101.0,-14.6,13.1,-6.4,-25.7,54297.0,62493.0,58690.0,24175.0,2750.0,194052.0
2022-04-04,51829.0,58206.0,42951.0,23735.0,2331.0,179052.0,600.0,180.0,862.0,38.0,0.0,1680.0,1107.0,1422.0,1145.0,520.0,44.0,4238.0,178.0,48.0,76.0,78.0,17.0,396.0,23.0,43.0,25.0,,,91.0,101.09,49.7,107.26,4.95,0.2,263.0,4.65,1.12,9.16,2.26,0.0,17.19,0.047,0.0,1.06,10.8,11.86,79.34,8.8,3286.0,78.0,396.0,111.0,65.0,416.0,4352.0,9.57,21.22,26506.0,32025.0,58530.0,21.3,-97.6,208.6,-128.8,-9.7,15.8,-7.3,-26.1,53894.0,61414.0,55143.0,24247.0,2393.0,182636.0
2022-04-05,54146.0,60797.0,48065.0,23464.0,2431.0,188903.0,919.0,686.0,0.0,84.0,13.0,1702.0,1152.0,1474.0,1215.0,514.0,42.0,4397.0,173.0,64.0,98.0,93.0,21.0,448.0,12.0,46.0,27.0,,,84.0,101.4,51.98,107.45,5.07,0.18,266.0,5.98,1.07,11.32,1.54,0.14,20.05,0.107,1.75,5.09,18.71,25.55,68.14,6.31,3408.0,79.0,448.0,111.0,64.0,414.0,4524.0,9.15,21.5,24343.0,30630.0,54973.0,57.6,-118.8,232.2,-162.2,-15.9,26.4,-7.7,-26.1,55218.0,65005.0,59025.0,23927.0,2558.0,194622.0
2022-04-06,53745.0,61190.0,47853.0,23510.0,2652.0,188950.0,1898.0,750.0,600.0,1478.0,0.0,4726.0,1152.0,1500.0,1218.0,520.0,46.0,4436.0,177.0,71.0,110.0,82.0,23.0,463.0,12.0,47.0,26.0,,,84.0,100.47,51.24,103.27,4.51,0.22,260.0,15.69,3.02,14.04,10.2,0.01,42.96,0.206,6.27,10.74,24.31,41.33,54.67,4.0,3424.0,83.0,463.0,110.0,63.0,407.0,4552.0,8.95,21.54,25174.0,32748.0,57922.0,45.5,-138.3,228.8,-126.4,-14.7,17.3,-9.2,-26.1,54714.0,66005.0,58219.0,23657.0,2738.0,193724.0
2022-04-07,54201.0,61627.0,46721.0,23990.0,2543.0,189082.0,1968.0,1415.0,760.0,0.0,60.0,4203.0,1164.0,1489.0,1200.0,528.0,47.0,4428.0,187.0,75.0,110.0,63.0,18.0,453.0,8.0,64.0,27.0,,,99.0,101.37,50.22,107.14,5.19,0.21,264.0,30.29,8.32,24.21,12.29,0.09,75.2,0.269,10.17,13.63,24.14,47.95,47.88,4.18,3394.0,84.0,453.0,110.0,68.0,428.0,4538.0,9.42,21.84,27079.0,31535.0,58614.0,33.1,-173.1,222.8,-84.3,-10.4,13.3,-8.8,-26.2,55338.0,65483.0,58780.0,24210.0,2763.0,195874.0
2022-04-08,54014.0,60138.0,47809.0,24337.0,2610.0,188908.0,2552.0,2220.0,700.0,558.0,94.0,6124.0,1185.0,1485.0,1221.0,531.0,48.0,4471.0,197.0,73.0,110.0,65.0,15.0,459.0,5.0,70.0,30.0,,,105.0,101.38,50.44,108.73,5.46,0.05,266.0,28.28,21.23,22.37,7.93,0.27,80.08,0.415,16.82,19.66,26.19,62.67,35.92,1.41,3422.0,82.0,459.0,110.0,68.0,436.0,4578.0,9.53,21.97,27413.0,27970.0,55383.0,56.2,-169.8,194.8,-84.9,-5.8,14.7,-9.3,-26.1,55164.0,67795.0,58864.0,24496.0,2752.0,197670.0
2022-04-09,55951.0,60571.0,46896.0,24151.0,2567.0,190136.0,868.0,1455.0,361.0,147.0,0.0,2831.0,1213.0,1496.0,1226.0,536.0,49.0,4520.0,200.0,70.0,103.0,89.0,14.0,475.0,21.0,94.0,28.0,,,142.0,99.2,48.39,106.76,5.0,0.27,260.0,20.08,15.74,21.76,2.95,0.0,60.53,0.162,3.84,6.7,24.44,34.98,54.3,10.72,3437.0,80.0,475.0,111.0,70.0,467.0,4640.0,10.07,22.7,26234.0,30181.0,56415.0,65.7,-160.1,203.7,-110.3,-4.7,26.7,-9.4,-25.8,57222.0,66938.0,59998.0,24695.0,2763.0,199584.0
2022-04-10,54831.0,61781.0,44912.0,23997.0,2638.0,188159.0,2024.0,1940.0,815.0,812.0,0.0,5591.0,1214.0,1502.0,1179.0,535.0,47.0,4477.0,197.0,63.0,98.0,79.0,16.0,453.0,14.0,97.0,25.0,,,136.0,99.49,49.61,100.63,5.15,0.23,255.0,26.27,15.37,14.16,6.81,0.0,62.61,0.219,5.84,11.36,21.94,39.15,51.75,9.1,3426.0,82.0,453.0,110.0,67.0,457.0,4595.0,9.94,22.18,28064.0,29935.0,57999.0,78.4,-161.2,186.0,-101.0,-7.4,18.6,-8.2,-26.1,56041.0,66491.0,57751.0,24380.0,2669.0,196544.0
2022-04-11,54750.0,57913.0,41612.0,22183.0,2112.0,178570.0,265.0,774.0,826.0,0.0,0.0,1865.0,1172.0,1457.0,1110.0,520.0,42.0,4301.0,200.0,47.0,87.0,77.0,10.0,421.0,15.0,90.0,24.0,,,129.0,99.12,50.2,92.67,5.1,0.25,247.0,15.28,22.99,20.68,4.24,0.0,63.19,0.058,0.71,0.59,8.12,9.42,66.68,23.9,3301.0,81.0,421.0,110.0,74.0,443.0,4430.0,10.0,21.98,26988.0,32615.0,59603.0,74.6,-119.6,165.9,-118.9,-6.9,19.2,-9.7,-26.3,56122.0,64811.0,53917.0,23689.0,2358.0,186976.0
2022-04-12,55400.0,59894.0,45606.0,24213.0,2469.0,192989.0,3283.0,2426.0,381.0,428.0,0.0,7844.0,1234.0,1466.0,1159.0,536.0,42.0,4437.0,198.0,77.0,100.0,74.0,11.0,460.0,29.0,92.0,21.0,,,141.0,98.75,48.22,100.78,5.06,0.28,253.0,23.31,17.37,11.93,6.64,0.0,59.25,0.21,6.78,8.86,14.45,30.1,60.73,9.17,3384.0,65.0,459.0,110.0,79.0,462.0,4558.0,10.13,22.6,25978.0,31897.0,57876.0,94.2,-141.5,171.6,-115.7,-10.7,17.0,-8.7,-26.3,56602.0,65981.0,56531.0,24642.0,2483.0,194436.0
2022-04-13,55299.0,60108.0,45416.0,24086.0,2538.0,187447.0,2877.0,2778.0,1236.0,1377.0,227.0,8495.0,1244.0,1471.0,1165.0,542.0,48.0,4470.0,206.0,68.0,104.0,67.0,10.0,455.0,37.0,103.0,26.0,,,167.0,100.01,47.71,105.31,5.09,0.44,259.0,25.7,38.53,26.13,14.22,1.37,105.95,0.198,3.36,13.84,26.14,43.34,52.12,4.54,3388.0,62.0,454.0,105.0,77.0,490.0,4575.0,10.7,22.93,27514.0,32093.0,59607.0,72.3,-153.8,161.3,-85.7,1.1,12.8,-9.6,-26.2,56774.0,66400.0,56204.0,24844.0,2714.0,197313.0
2022-04-14,55655.0,60142.0,44551.0,24135.0,2656.0,187139.0,2079.0,1860.0,771.0,1130.0,11.0,5851.0,1244.0,1468.0,1144.0,547.0,48.0,4450.0,207.0,63.0,97.0,64.0,9.0,441.0,18.0,86.0,31.0,,,134.0,90.67,49.32,108.14,4.9,0.23,253.0,29.68,45.22,24.28,15.2,0.3,114.68,0.215,4.37,16.38,23.38,44.13,51.59,4.28,3416.0,70.0,441.0,105.0,74.0,454.0,4560.0,9.95,21.91,25522.0,30209.0,55731.0,88.7,-162.1,145.8,-85.6,5.1,11.2,-8.8,-26.4,56843.0,66068.0,56503.0,24667.0,2745.0,197507.0
2022-04-15,51362.0,61170.0,42016.0,24460.0,2103.0,181111.0,250.0,0.0,817.0,148.0,0.0,1215.0,1215.0,1499.0,1067.0,553.0,40.0,4374.0,193.0,46.0,78.0,64.0,9.0,390.0,22.0,82.0,23.0,,,127.0,91.38,50.26,99.25,5.17,0.23,246.0,18.67,28.45,21.1,6.68,0.0,74.9,0.044,0.0,0.57,9.39,9.95,77.44,12.6,3402.0,72.0,390.0,105.0,67.0,440.0,4476.0,9.83,20.89,24424.0,28641.0,53065.0,101.2,-138.2,121.6,-81.7,-4.1,11.6,-8.5,-26.0,54736.0,66024.0,53822.0,25038.0,2395.0,195953.0
2022-04-16,55880.0,61330.0,42970.0,24509.0,2076.0,186765.0,1387.0,0.0,786.0,0.0,0.0,2173.0,1209.0,1499.0,1067.0,540.0,36.0,4350.0,179.0,36.0,67.0,68.0,11.0,362.0,16.0,119.0,36.0,,,171.0,100.27,49.71,96.98,5.2,0.51,253.0,18.72,1.47,22.09,1.14,0.0,43.42,0.05,0.5,1.48,8.24,10.22,73.97,15.81,3370.0,74.0,362.0,104.0,64.0,489.0,4462.0,10.95,21.39,24139.0,29048.0,53187.0,123.6,-138.0,136.0,-113.6,-15.8,11.7,-3.5,-23.2,56760.0,66563.0,53649.0,25361.0,2251.0,192533.0
2022-04-17,55461.0,60786.0,42611.0,24830.0,2255.0,185943.0,1181.0,0.0,804.0,0.0,0.0,1985.0,1233.0,1506.0,1092.0,560.0,39.0,4430.0,170.0,37.0,80.0,64.0,7.0,358.0,19.0,109.0,53.0,,,181.0,100.55,50.24,99.97,5.11,0.52,256.0,17.38,0.17,21.2,1.64,0.13,40.52,0.06,0.12,3.47,10.25,13.84,75.92,10.24,3450.0,77.0,358.0,104.0,64.0,500.0,4553.0,10.98,21.13,23379.0,30013.0,53392.0,121.6,-150.9,115.8,-81.4,-6.1,10.9,-9.2,-26.3,57730.0,66595.0,53326.0,25627.0,2381.0,194731.0
2022-04-18,55198.0,58721.0,39366.0,23991.0,2334.0,179610.0,510.0,0.0,888.0,0.0,0.0,1398.0,1212.0,1466.0,1008.0,548.0,40.0,4274.0,167.0,32.0,57.0,60.0,6.0,322.0,32.0,117.0,59.0,,,209.0,101.38,52.4,100.21,5.12,0.35,259.0,8.5,0.0,21.08,1.7,0.0,31.28,0.054,0.0,2.75,8.26,11.02,72.41,16.57,3307.0,75.0,322.0,104.0,61.0,528.0,4397.0,12.02,21.71,23119.0,30797.0,53916.0,121.7,-142.8,93.7,-73.6,-4.3,9.9,-10.6,-26.4,56628.0,64546.0,46954.0,25273.0,2431.0,184781.0
2022-04-19,56094.0,61550.0,43338.0,25137.0,2571.0,188690.0,2408.0,58.0,848.0,634.0,0.0,3948.0,1258.0,1510.0,1063.0,553.0,40.0,4425.0,174.0,50.0,83.0,62.0,7.0,377.0,35.0,94.0,50.0,,,179.0,97.82,50.96,111.51,5.21,0.41,266.0,26.51,0.68,22.22,5.76,0.02,55.19,0.197,5.35,9.79,21.39,36.52,54.83,8.64,3418.0,74.0,377.0,103.0,67.0,507.0,4547.0,11.12,21.67,22577.0,30513.0,53090.0,115.2,-150.5,96.7,-60.3,-5.6,11.3,-10.6,-26.5,57462.0,68200.0,51595.0,25443.0,2592.0,195698.0
2022-04-20,55099.0,61403.0,44188.0,24662.0,2662.0,188014.0,2769.0,278.0,839.0,583.0,0.0,4469.0,1261.0,1518.0,1091.0,552.0,48.0,4469.0,186.0,61.0,92.0,61.0,8.0,407.0,23.0,87.0,48.0,,,158.0,96.3,50.53,108.53,5.28,0.46,261.0,51.01,3.18,22.14,11.3,0.37,88.0,0.261,8.22,12.35,22.22,42.78,55.07,2.14,3452.0,76.0,407.0,102.0,75.0,478.0,4590.0,10.42,21.52,22706.0,30363.0,53068.0,123.5,-162.9,101.5,-64.9,0.9,10.5,-10.5,-26.5,56350.0,67750.0,52548.0,24998.0,2846.0,196657.0
2022-04-21,55114.0,60045.0,44625.0,24548.0,2513.0,186845.0,4205.0,1576.0,1462.0,438.0,0.0,7681.0,1272.0,1506.0,1096.0,513.0,42.0,4430.0,190.0,67.0,94.0,57.0,7.0,415.0,28.0,84.0,22.0,,,135.0,88.54,43.2,114.4,5.14,0.3,252.0,69.76,19.97,8.7,6.77,0.04,105.24,0.426,19.99,9.73,16.61,46.33,49.02,4.65,3432.0,76.0,415.0,102.0,80.0,448.0,4552.0,9.86,21.2,24858.0,29642.0,54500.0,127.6,-177.4,158.9,-108.5,-6.3,9.2,-7.3,-19.7,56586.0,66547.0,52685.0,24629.0,2522.0,197244.0
2022-04-22,53922.0,60165.0,44622.0,24045.0,2820.0,185574.0,2369.0,193.0,0.0,440.0,0.0,3002.0,1261.0,1478.0,1135.0,524.0,48.0,4446.0,188.0,50.0,98.0,56.0,8.0,399.0,29.0,81.0,29.0,,,139.0,92.08,40.71,109.57,4.91,0.5,248.0,33.21,19.44,3.84,13.34,0.26,70.09,0.232,6.31,16.11,23.02,45.43,50.76,3.81,3455.0,78.0,399.0,103.0,82.0,452.0,4569.0,9.88,20.88,24156.0,29817.0,53973.0,107.5,-159.6,174.9,-119.7,0.7,7.9,-9.1,-21.2,55251.0,65364.0,54192.0,24635.0,2852.0,197283.0
2022-04-23,53561.0,60124.0,44810.0,22558.0,2590.0,183643.0,4615.0,906.0,0.0,481.0,0.0,6002.0,1213.0,1461.0,1128.0,531.0,47.0,4380.0,179.0,45.0,94.0,56.0,7.0,381.0,10.0,67.0,33.0,,,109.0,100.87,49.45,105.04,5.34,0.28,261.0,49.81,31.66,1.15,10.15,0.33,93.1,0.136,0.78,9.77,25.43,35.97,59.04,4.99,3457.0,75.0,381.0,100.0,71.0,435.0,4519.0,9.63,20.28,25936.0,29023.0,54959.0,108.1,-175.9,170.5,-112.3,0.6,8.6,-8.3,-25.8,54554.0,65673.0,55043.0,24019.0,2691.0,196996.0
2022-04-24,53887.0,60724.0,45038.0,23503.0,2691.0,185843.0,3960.0,0.0,0.0,687.0,0.0,4647.0,1231.0,1498.0,1117.0,528.0,46.0,4420.0,174.0,52.0,97.0,64.0,8.0,396.0,4.0,73.0,22.0,,,99.0,99.81,49.32,96.79,5.15,0.29,251.0,76.06,9.15,1.86,9.22,0.04,96.33,0.21,4.07,14.86,28.08,47.01,49.74,3.25,3481.0,78.0,396.0,100.0,82.0,407.0,4544.0,8.97,19.88,27412.0,27253.0,54665.0,121.1,-168.5,151.9,-110.1,-3.9,9.7,-6.8,-25.6,54724.0,67958.0,54045.0,23918.0,2784.0,197309.0
