date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_nr_mw,outage_central_wr_mw,outage_central_sr_mw,outage_central_er_mw,outage_central_ner_mw,outage_central_total_mw,outage_state_nr_mw,outage_state_wr_mw,outage_state_sr_mw,outage_state_er_mw,outage_state_ner_mw,outage_state_total_mw,outage_total_nr_mw,outage_total_wr_mw,outage_total_sr_mw,outage_total_er_mw,outage_total_ner_mw,outage_total_total_mw,ie_schedule_nr_mu,ie_schedule_wr_mu,ie_schedule_sr_mu,ie_schedule_er_mu,ie_schedule_ner_mu,ie_schedule_total_mu,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,ie_actual_total_mu,ie_odud_nr_mu,ie_odud_wr_mu,ie_odud_sr_mu,ie_odud_er_mu,ie_odud_ner_mu,ie_odud_total_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,diversity_regional,diversity_state,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw,trans_godda_bangladesh_mu,solar_hr_peak_mw,solar_hr_shortage_mw,nonsolar_hr_peak_mw,nonsolar_hr_shortage_mw,xb_export_bhutan_mu,xb_export_nepal_mu,xb_export_bangladesh_mu,xb_export_myanmar_mu,xb_import_bhutan_mu,xb_import_nepal_mu,xb_import_bangladesh_mu,xb_import_myanmar_mu,xb_net_bhutan_mu,xb_net_nepal_mu,xb_net_bangladesh_mu,xb_net_myanmar_mu
24-03-2021,46156,54146,47816,22812,2864,173794,790,489,0,141,30,1450,943,1291,1216,501,49,4000,112,38,89,34,8,282,17,49,36,,,103,48.42,37.22,108.23,5.09,0.16,199,11.15,2.9,0,0.42,0.34,14.81,0.037,0,0.51,5.69,6.2,74,19.8,3176,62,282,89,117,366,4091,8.95,18.01,4821,12413,8302,2078,1072,28686,13132,14612,6298,4213,11,38266,17953,27025,14600,6291,1083,66951,111.1,-304.8,244.1,-57.6,7.2,0,100.3,-307.3,252.4,-56.8,8,-3.4,-10.8,-2.5,8.2,0.8,0.8,-3.4,5.5,-16.4,-21.1,1.061,1.084,48581,57800,57472,22949,2868,178785,,,,,,,,,,,,,,,,,
25-03-2021,45551,54757,48060,23130,2760,174258,400,45,0,0,48,493,981,1314,1222,496,46,4060,105,44,102,34,8,293,14,52,31,,,97,43.53,37.77,101.48,5.21,0.18,188,7.81,2.5,0,0,0.12,10.43,0.031,0,0.47,2.5,2.97,72.19,24.84,3222,67,294,96,111,349,4137,8.43,17.84,4699,12413,8092,2738,1222,29163,12582,15541,6716,3913,11,38763,17281,27954,14808,6651,1233,67926,128,-315.1,242.2,-61.5,6.4,0,116.2,-314.8,245.8,-57.7,5.8,-4.9,-11.9,0.3,3.6,3.8,-0.6,-4.9,4.1,-16.3,-20.9,1.05,1.083,48709,58026,57429,23447,2786,181260,,,,,,,,,,,,,,,,,
26-03-2021,44498,55125,48299,22519,2712,173153,860,178,0,0,56,1094,971,1327,1229,488,47,4063,104,51,103,38,4,300,11,53,30,,,94,50.56,39.92,103.11,5.2,0.18,199,7.91,1,0,0,0.76,9.67,0.054,0,1.23,15.21,16.43,72.35,11.21,3201,70,300,98,128,358,4154,8.62,18.19,5099,13733,7592,1278,1472,29173,13242,14162,6656,3913,11,37984,18341,27895,14248,5191,1483,67157,135.8,-313.9,248.2,-80.6,10.5,0,109.7,-304.7,251.1,-71.1,11,-4,-26.1,9.2,2.9,9.4,0.5,-4,4.7,-16.3,-20.9,1.045,1.081,48624,58624,58394,22784,2788,183003,,,,,,,,,,,,,,,,,
27-03-2021,43180,55377,48668,21716,2678,171619,1240,0,0,0,69,1309,977,1339,1236,470,47,4069,100,57,98,33,4,291,19,45,26,,,90,47.99,38.79,101.74,5.44,0.18,194,8.27,0.17,0,0,0.84,9.28,0.031,0,0.07,2.53,2.6,72.62,24.78,3225,69,291,95,127,350,4157,8.42,17.7,4599,14133,7592,1008,1472,28803,14042,13993,6836,3250,11,38132,18641,28126,14428,4258,1483,66935,134.8,-285.1,251.1,-113.5,12.8,0,112.7,-285.8,263.2,-111,13.8,-7.1,-22.1,-0.8,12.2,2.6,1,-7.1,6.1,-12.6,-21.1,1.04,1.075,47989,59427,57733,21761,2892,182464,,,,,,,,,,,,,,,,,
28-03-2021,41817,51557,43929,21067,2530,160900,400,0,0,0,31,431,944,1305,1175,462,46,3932,102,48,67,32,4,253,49,56,23,,,128,49.51,38.46,99.8,5.4,0.16,193,7.6,0,0,0,0.84,8.44,0.025,0,0,0.81,0.81,76.15,23.04,3128,70,253,93,99,385,4029,9.55,18.16,4599,14133,7192,758,1222,27903,14312,14905,7636,3500,11,40364,18911,29038,14828,4258,1233,68267,120.1,-261.1,250,-121.8,12.8,0,101.1,-252.8,259.6,-131,13.8,-9.3,-19.1,8.3,9.6,-9.2,1,-9.3,3.4,-11.4,-22.1,1.033,1.076,44612,57907,54532,21181,2768,175244,,,,,,,,,,,,,,,,,
29-03-2021,35779,45151,45870,20937,2267,150004,400,0,0,0,274,674,851,1165,1181,444,42,3683,108,36,63,32,4,243,38,81,27,,,147,49.54,38.75,101.73,5.09,0.16,195,7.62,0,0,0,1.94,9.56,0.039,0,0,5.31,5.31,72.97,21.72,2861,75,243,109,93,404,3785,10.67,19.96,5099,13633,6342,1168,1222,27463,14502,14983,7536,3500,11,40532,19601,28615,13878,4668,1233,67995,103.1,-300.7,271.8,-84.4,10.1,0,75.2,-292.3,271.7,-71.1,10.3,-6.2,-28,8.4,0,13.3,0.2,-6.2,2.9,-10.4,-23.9,1.075,1.11,39349,52594,56076,21290,2524,159810,,,,,,,,,,,,,,,,,
30-03-2021,40488,52639,48921,22782,2137,166967,930,0,0,0,287,1217,875,1248,1203,470,36,3832,112,44,69,33,4,262,36,89,58,,,182,46.5,39.1,101.74,4.71,0.04,192,7.94,0,0,0,8.55,16.49,0.042,0,0.45,4.54,4.99,64.49,30.52,2955,75,262,93,100,436,3921,11.12,20.18,5699,12473,5842,958,1222,26193,13592,14008,7806,3000,11,38417,19291,26481,13648,3958,1233,64610,103.5,-283.9,262.7,-86.5,4.3,0,84.5,-296.4,267.4,-65.5,3.1,-6.9,-19,-12.5,4.7,21,-1.2,-6.9,3.2,-12.1,-24,1.067,1.094,46215,56473,57702,23420,2292,174479,,,,,,,,,,,,,,,,,
31-03-2021,41860,54745,48327,23213,2108,170253,1080,0,0,0,180,1260,925,1321,1232,483,37,3998,116,43,69,34,6,267,34,96,67,,,197,53.01,39.61,112.66,5.03,0.13,210,7.6,0,0,0,4.54,12.14,0.04,0,0,1.68,1.68,68.27,30.05,3086,78,268,93,112,470,4107,11.44,20.23,5199,13103,4842,1208,1222,25573,13202,12876,6496,3643,11,36227,18401,25978,11338,4851,1233,61801,118.8,-279.8,255.3,-97.1,2.9,0,93.9,-259.7,239.8,-86.2,2.7,-9.6,-24.9,20.1,-15.5,10.9,-0.2,-9.6,3.4,-13.3,-23,1.077,1.116,47630,57987,57414,23636,2335,175489,,,,,,,,,,,,,,,,,
01-04-2021,47153,55110,48510,22865,2495,176133,400,0,0,0,82,482,907,1333,1239,478,41,3998,109,55,76,51,9,300,9,57,84,,,150,53.97,41.91,119.39,5.19,0.17,221,7.69,0,0,0,2.74,10.43,0.076,0,4.02,16.62,20.64,67.22,12.14,3090,75,300,89,105,424,4083,10.38,19.91,5199,13623,5092,3018,1222,28153,13702,11824,6706,3643,11,35885,18901,25446,11798,6661,1233,64038,144.6,-289.6,216.8,-72.5,0.6,0,118.3,-284.5,219.1,-63.1,4.5,-5.6,-26.3,5.1,2.3,9.3,3.9,-5.6,5.5,-13.8,-22.6,1.067,1.106,,,,,,,,,,,,,,,,,,,,,,,
02-04-2021,47876,54909,48941,23153,2556,177435,400,0,0,0,67,467,938,1337,1248,483,44,4050,108,60,81,49,8,307,10,55,82,,,146,51.2,39.9,117.56,5.46,0.23,214,7.79,0,0,0,1.54,9.33,0.041,0,0.43,9.93,10.36,79.02,10.62,3140,73,307,90,115,414,4137,9.99,19.58,5199,14483,6392,2553,1222,29848,14662,12051,7166,3643,11,37532,19861,26533,13558,6196,1233,67380,143.6,-319.6,223.8,-48.3,0.2,-0.3,119.1,-310.9,225.1,-42,2.8,-5.9,-24.5,8.7,1.3,6.3,2.6,-5.6,3.9,-13.6,-22.9,1.075,1.105,48481,58131,58433,23181,2851,177753,,,,,,,,,,,,,,,,,
03-04-2021,48100,55306,48918,23446,2662,178432,793,0,0,0,52,845,940,1350,1255,496,46,4087,103,65,79,37,8,292,14,45,98,,,157,52.61,41.11,113.22,5.42,0.21,213,8.32,0,0,0,0.04,8.36,0.044,0,1.79,7.66,9.45,79.64,10.9,3156,72,292,89,121,425,4156,10.22,19.41,5199,14123,6832,3053,1222,30428,15737,11726,6316,3953,11,37742,20936,25848,13148,7006,1233,68170,138.4,-324.8,228.5,-45.5,3.4,0,119.4,-313.3,223.1,-39.2,5.2,-4.7,-19,11.5,-5.3,6.3,1.8,-4.7,3.7,-13.8,-21.7,1.075,1.112,48100,59325,57990,23719,2864,178561,,,,,,,,,,,,,,,,,
04-04-2021,45351,53479,45388,20499,1805,166522,351,0,0,0,647,998,910,1325,1201,474,43,3954,108,46,70,34,7,265,14,51,67,,,131,51.02,39.88,108.34,5.46,0.04,205,6.4,0,0,0,2.69,9.09,0.034,0,0.78,4.05,4.83,79.3,15.88,3103,72,265,94,115,391,4040,9.67,18.57,5199,14923,6242,2253,1222,29838,16127,12124,6106,4413,11,38780,21326,27046,12348,6666,1233,68618,136.9,-300.6,226.7,-65.5,2.5,0,118.8,-293.9,230.7,-65.9,4.1,-6.2,-18.1,6.7,4,-0.4,1.6,-6.2,3,-15.7,-19.5,1.063,1.103,45750,57207,56001,22802,2552,173444,,,,,,,,,,,,,,,,,
05-04-2021,48100,55945,48172,23546,2533,178296,1298,0,0,0,69,1367,963,1360,1231,473,44,4070,107,49,95,36,7,293,34,71,36,,,141,47.5,39.66,102.58,5.4,0.22,195,10.64,0,0,0,3.07,13.71,0.083,0,4.51,18.02,22.53,67.08,10.39,3197,70,293,101,117,392,4170,9.41,18.87,5199,14573,7142,2253,1382,30548,15467,12181,6316,4953,11,38927,20666,26753,13458,7206,1393,69475,147.5,-301.3,221.7,-70.6,2.7,0,132.1,-291.9,224.8,-78.3,2.4,-10.8,-15.3,9.4,3.1,-7.7,-0.3,-10.8,2.5,-14.5,-19.6,1.079,1.114,48938,59890,57866,23703,2682,178891,,,,,,,,,,,,,,,,,
06-04-2021,48933,55462,45878,23075,2625,175973,350,0,0,0,43,393,982,1372,1171,494,45,4064,111,65,86,34,6,302,37,77,30,,,144,43.83,37.89,98.16,5.09,0.21,185,9.05,0,0,0,1.17,10.22,0.057,0,3.09,8.1,11.19,69.86,18.94,3182,69,302,101,125,380,4160,9.15,18.83,5167,15903,6982,1398,1247,30697,15847,12092,5836,4953,11,38738,21014,27994,12818,6351,1258,69435,162.1,-313.6,202.7,-55.7,4.4,0,139.6,-300.6,200.1,-50.3,6.5,-4.6,-22.6,13.1,-2.6,5.4,2.1,-4.6,2.8,-16,-22.8,1.048,1.096,49262,60109,52947,23523,2842,180102,,,,,,,,,,,,,,,,,
07-04-2021,50103,55904,48946,23588,2659,181200,420,0,0,0,8,428,973,1377,1217,505,47,4120,113,72,94,40,6,325,15,61,25,,,100,48.61,38.39,107.09,5.01,0.18,199,10.53,0,0,0,0.82,11.35,0.057,0,1.54,14.84,16.38,71.45,12.17,3226,72,325,103,138,350,4215,8.32,18.46,5447,16235,6142,1958,1247,31029,14802,10056,5395,3963,11,34227,20249,26291,11537,5921,1258,65255,165,-314.9,190.2,-48,7.7,0,140.8,-308.9,195.2,-41.3,10.3,-4,-24.2,6,5,6.7,2.6,-4,3.4,-16.5,-23.6,1.076,1.11,50406,59456,57415,24456,3040,181058,,,,,,,,,,,,,,,,,
08-04-2021,49995,53613,48086,22267,2498,176459,350,0,0,0,189,539,1007,1388,1215,506,45,4161,115,68,85,38,5,310,13,52,33,,,98,51.72,35.35,99.7,4.31,0.16,191,7.13,0,0.19,0,1.56,8.88,0.035,0,0,8.41,8.41,76.14,15.45,3277,75,310,99,149,343,4252,8.07,17.68,5447,15465,6142,1958,1460,30473,13467,9321,5925,3483,11,32207,18914,24786,12067,5441,1471,62679,161.1,-312.3,199,-62.2,14.4,0,137.7,-308.2,202.1,-53.3,17,-4.8,-23.5,4.2,3.1,8.9,2.5,-4.8,1.8,-16.6,-21.8,1.076,1.099,52390,60446,57396,23328,2878,182559,,,,,,,,,,,,,,,,,
09-04-2021,49599,53589,48780,22464,2662,177094,450,0,0,0,52,502,1001,1370,1218,487,46,4122,110,54,84,32,9,289,8,60,29,,,96,50.45,36.74,108.22,4.9,0.15,200,8.71,0,0.03,0,1.25,9.99,0.031,0,0,3.49,3.49,72.16,24.35,3256,73,289,108,133,352,4211,8.35,17.79,5447,14778,6342,1048,1460,29075,13197,9979,5005,2293,11,30485,18644,24757,11347,3341,1471,59560,184.2,-309,214.7,-102.4,12.5,0,162.6,-304,224.2,-104.1,13.6,-7.6,-21.6,5,9.5,-1.7,1.1,-7.6,3.6,-18,-21.6,1.083,1.113,50488,59576,57574,22664,2945,178383,,,,,,,,,,,,,,,,,
10-04-2021,50096,52559,48485,22357,2466,175963,531,0,0,0,5,536,1005,1340,1208,489,44,4086,106,42,79,38,8,274,12,67,27,,,106,50.51,36.97,109.8,5.06,0.18,203,6.94,0,0,0,0.27,7.21,0.032,0,0.1,5.8,5.9,78.09,16.01,3235,76,274,108,112,363,4168,8.72,17.88,4657,14538,6592,1048,1460,28295,13152,11250,4585,2293,11,31291,17809,25788,11177,3341,1471,59586,179.1,-293,211.6,-110.8,13.1,0,161.2,-296.3,224.3,-108.9,15.4,-4.2,-17.9,-3.3,12.8,1.9,2.3,-4.2,4.6,-16.3,-22,1.083,1.103,51246,59548,56870,22862,2946,178581,,,,,,,,,,,,,,,,,
11-04-2021,47281,51112,44329,21135,2508,166365,370,0,0,0,167,537,963,1295,1158,486,42,3944,100,38,68,38,9,253,15,62,26,,,102,50.75,35.66,108.19,5.04,0.18,200,6.4,0,0,0,1.72,8.12,0.034,0.03,0.81,2.9,3.75,77.13,19.12,3150,69,253,97,99,357,4025,8.88,17.58,4237,13878,6302,1048,1460,26925,12352,12271,4795,3703,11,33132,16589,26149,11097,4751,1471,60057,149.5,-263.2,203.1,-100.4,10.9,0,130.9,-267.7,218.3,-99.4,13.2,-4.7,-18.6,-4.5,15.2,1,2.3,-4.7,4.7,-16.8,-24.1,1.081,1.113,48345,57282,53369,22349,2719,170281,,,,,,,,,,,,,,,,,
12-04-2021,50701,52808,45056,22569,2722,173856,350,0,0,0,55,405,1017,1328,1157,496,47,4045,108,47,71,40,9,275,3,58,29,,,90,51.55,37.38,100.42,5.22,0.21,195,7.51,0,0,0,0.93,8.44,0.035,0,0.03,6.26,6.3,78.94,14.77,3241,70,275,97,106,340,4129,8.22,17.25,3987,12768,6452,1673,1460,26340,11992,11792,4585,4203,11,32583,15979,24560,11037,5876,1471,58923,170.3,-297.2,187.1,-72.7,12.6,0,161.9,-303.7,185.6,-66.5,15.6,-7.1,-8.4,-6.5,-1.5,6.2,3.1,-7.1,4.6,-17.9,-23.7,1.081,1.107,52107,59266,54942,22890,2940,177687,,,,,,,,,,,,,,,,,
13-04-2021,51786,52456,43707,23065,2475,173489,350,0,0,0,49,399,1049,1326,1117,508,47,4047,105,37,63,39,7,251,10,47,24,,,81,48.09,37.32,95.01,5.31,0.19,186,9.99,0,0,0,0.78,10.77,0.024,0,0,3.59,3.59,82.25,14.17,3293,68,251,97,107,321,4136,7.75,16.15,4237,12518,6302,1673,1460,26190,12542,12129,4775,4373,11,33830,16779,24647,11077,6046,1471,60020,174.9,-302.6,176,-61.4,13,0,161.7,-309.1,174.8,-53,15.1,-10.5,-13.2,-6.5,-1.1,8.4,2.1,-10.5,4.2,-17.1,-23.2,1.071,1.107,52459,58141,52208,23707,2764,176751,,,,,,,,,,,,,,,,,
14-04-2021,51449,51003,41128,22880,2545,169005,350,0,0,0,9,359,1063,1304,1039,507,45,3958,104,37,58,36,12,246,31,70,35,,,136,48.36,33.83,89.55,5.01,0.19,177,7.3,0,0,0,1.84,9.14,0.036,0,0.6,4.98,5.58,76.44,17.98,3165,67,246,107,109,364,4057,8.97,17.67,5237,12158,6652,1348,1460,26855,12812,12186,5375,4623,11,35007,18049,24344,12027,5971,1471,61862,188.5,-301.1,164,-60.6,9.2,0,195.5,-320.7,153.4,-43.3,10.5,-4.7,6.9,-19.7,-10.5,17.3,1.3,-4.7,3.7,-16.1,-24.3,1.078,1.107,51941,57709,52504,23346,2763,174665,,,,,,,,,,,,,,,,,
15-04-2021,50731,53389,43514,22550,2613,172797,350,50,0,0,45,445,1075,1304,988,507,46,3920,102,38,58,40,11,249,20,65,19,,,104,50.9,37.2,108.66,5.08,0.2,202,7.57,0.4,0,0,1.54,9.51,0.039,0,0.49,7.42,7.9,71.74,20.36,3151,68,249,107,103,356,4034,8.82,17.64,6107,13478,6952,1348,1460,29345,12625,11896,5755,4663,11,34950,18732,25374,12707,6011,1471,64295,211.5,-307.8,151.3,-65.4,10.3,0,217.7,-317.9,129.5,-43.6,13.6,-0.7,6.3,-10.2,-21.8,21.8,3.3,-0.7,4.3,-16.6,-24.3,1.048,1.084,51220,58456,46651,23190,2857,174071,,,,,,,,,,,,,,,,,
16-04-2021,42276,53218,44605,23008,2516,165623,350,0,0,46,3,399,1006,1331,1055,505,45,3942,102,38,64,40,9,252,22,70,26,,,118,42.91,38.65,111.44,4.6,0.19,198,6.58,0,0,0.14,0.04,6.76,0.044,0,0.95,6.67,7.61,74.11,18.27,3162,68,252,107,99,367,4055,9.06,17.92,5447,13478,8192,848,1494,29459,14625,12131,5335,4023,11,36125,20072,25609,13527,4871,1505,65583,200.2,-293,151,-69.1,10.8,0,185.3,-299.1,152.8,-62.5,12,-11.4,-14.9,-6.1,1.8,6.6,1.2,-11.4,4.7,-15.9,-23.1,1.052,1.084,47706,58753,49919,23535,2740,173567,,,,,,,,,,,,,,,,,
17-04-2021,48178,53339,45372,20592,2526,170007,517,0,0,0,5,522,964,1334,1080,463,39,3880,104,41,83,38,10,276,7,63,29,,,98,50,38.81,108.54,4.99,0.09,202,6.74,0,0,0,0.04,6.78,0.056,0.02,2.12,12.58,14.72,70.14,15.14,3075,70,275,97,102,357,3975,8.97,18.34,4287,12428,8792,548,1460,27515,12395,12171,5295,3913,11,33785,16682,24599,14087,4461,1471,61300,186.5,-280.1,174.7,-89.1,8,0,174.8,-287.7,194.5,-95.3,8.8,-4.9,-11.7,-7.6,19.8,-6.2,0.8,-4.9,4.1,-13.3,-18.7,1.054,1.091,48699,59171,49929,21395,2696,172617,,,,,,,,,,,,,,,,,
18-04-2021,47075,52324,41517,20944,2529,164389,350,0,0,0,7,357,973,1314,1048,459,42,3835,109,40,64,36,12,261,5,49,40,,,95,51.35,40.18,105.69,5.02,0.18,202,6.4,0.9,0,0,0.04,7.34,0.028,0,0.14,4.09,4.22,79.76,16.02,3048,71,261,107,100,350,3937,8.89,18.23,4468,13688,8792,48,1310,28306,12005,13512,5085,4513,11,35126,16473,27200,13877,4561,1321,63431,172.1,-265.4,187.3,-102.2,8.1,0,156.2,-258.3,186,-97.2,7.9,-5.4,-16,7.1,-1.3,5,-0.2,-5.4,4.8,-16.4,-21.3,1.046,1.08,48154,57491,47132,21824,2756,169542,,,,,,,,,,,,,,,,,
19-04-2021,49984,53577,45779,22334,2611,174285,500,22,0,0,7,529,1029,1355,1095,470,41,3989,109,54,72,48,11,294,12,74,73,,,159,44.46,39.23,111.42,5.64,0.18,201,11.05,0.9,0,0,0.04,11.99,0.04,0,0.49,6.32,6.8,70.8,22.39,3103,73,294,89,104,416,4080,10.19,19.59,4368,14678,7592,48,1310,27996,12530,13612,5975,5113,11,37241,16898,28290,13567,5161,1321,65236,198.7,-267.7,179.4,-118.4,8,0,188.2,-259.4,186.5,-125.4,6.6,-3.4,-10.5,8.4,7.1,-7,-1.4,-3.4,7.1,-16.6,-21,1.065,1.098,50814,60284,51610,23116,2859,177097,,,,,,,,,,,,,,,,,
20-04-2021,46292,51664,44549,23432,2628,168565,350,0,0,0,8,358,1010,1336,1093,508,46,3992,111,44,67,44,11,277,24,90,55,,,170,42.43,35.34,92.98,5.34,0.21,176,7.66,0.2,0,0,0.05,7.91,0.047,0,0.59,7.46,8.05,65.65,26.29,3154,72,277,84,113,401,4101,9.78,18.58,4078,11868,8302,48,1310,25606,12005,13374,6965,4845,11,37200,16083,25242,15267,4893,1321,62806,188.6,-282.7,180.5,-94.7,8.4,0,164.3,-291.7,192.9,-88.3,10.8,-12.1,-24.3,-9,12.3,6.4,2.4,-12.1,6.9,-18.2,-20.8,1.052,1.101,47022,58548,50908,23888,2934,174171,,,,,,,,,,,,,,,,,
21-04-2021,46497,51527,44933,21335,2816,167108,350,0,0,0,8,358,955,1316,1091,498,49,3910,113,51,79,39,12,294,9,60,43,,,112,49.16,35.9,103.87,5.09,0.21,194,6.4,0,0,0.11,0.08,6.59,0.048,0,1.37,8.62,9.99,72.89,17.13,3091,72,294,85,111,360,4013,8.98,18.41,3868,13898,7442,648,1310,27166,12115,11106,8065,5195,11,36492,15983,25004,15507,5843,1321,63658,166.2,-274.9,175.4,-78.1,11.4,0,145.1,-292.5,200.9,-77.6,16.7,-7.4,-21.1,-17.6,25.5,0.5,5.3,-7.4,6.1,-16.9,-21.5,1.073,1.103,47539,57816,51512,23409,3017,170796,,,,,,,,,,,,,,,,,
22-04-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2021,46028,51267,42094,22661,2768,164818,0,0,0,0,20,20,945,1309,1033,474,48,3810,141,45,71,41,11,309,37,96,45,,,178,40.59,38.41,94.16,5.13,0.23,179,6.75,0,0,0,0.62,7.37,0.021,0,0,1.65,1.65,82.31,16.04,2944,70,309,91,97,413,3923,10.52,20.7,3868,13153,8402,1148,1370,27941,12005,12798,8275,4875,77,38030,15873,25951,16677,6023,1447,65971,145.8,-268.4,177.3,-73.3,18.6,0,124.5,-278.9,195.7,-73.4,21.5,-10.6,-21.3,-10.4,18.4,-0.1,2.8,-10.6,7,-15.8,-23.8,1.069,1.111,46362,57191,48080,23048,3012,166210,,,,,,,,,,,,,,,,,
24-04-2021,45898,51292,42861,23080,2778,165909,490,0,0,0,65,555,961,1307,1024,497,49,3838,147,46,72,44,10,318,21,57,22,,,100,51.78,36.65,106.2,5.1,0.22,200,6.58,0,0,0,1.33,7.91,0.038,0,1.72,3.99,5.72,76.17,18.11,2987,80,318,100,98,351,3935,8.92,19.56,5747,13273,7822,1148,1310,29300,12005,12798,8275,4895,77,38050,17752,26071,16097,6043,1387,67350,144.4,-266.2,167.3,-61.9,16.4,0,122.1,-274.6,186.7,-60.1,20,-6,-22.3,-8.4,19.4,1.8,3.5,-6,7.3,-16,-23.2,1.056,1.091,46994,57668,47929,23716,2890,169658,,,,,,,,,,,,,,,,,
25-04-2021,45180,49244,39882,22945,2757,160008,350,0,0,0,76,426,947,1268,982,504,49,3749,139,44,70,42,8,303,15,47,26,,,88,53.25,39.56,108.03,4.94,0.21,206,6.4,0,0,0,1.29,7.69,0.034,0,0.19,5.93,6.11,74.37,19.52,2906,76,303,116,96,346,3843,9.01,19.91,5087,13413,8572,1148,947,29167,13165,12940,9125,4605,77,39912,18252,26353,17697,5753,1023,69079,148.6,-262.4,146.5,-48.3,15.7,0,129.3,-277.1,158.1,-38.5,20.7,-7.4,-19.3,-14.6,11.7,9.7,5,-7.4,6.7,-17.8,-22.4,1.046,1.088,46345,55652,43780,24128,2991,165320,,,,,,,,,,,,,,,,,
26-04-2021,47400,50901,44033,23225,2785,168344,350,0,0,0,78,428,1024,1291,1046,508,49,3918,139,38,70,44,8,300,4,45,32,,,82,53.52,39.21,107.62,5.01,0.21,206,6.53,0,0,0,2.2,8.73,0.041,0,1.12,6.78,7.9,74.89,17.21,3072,78,300,120,113,341,4024,8.47,18.89,5087,13173,7772,548,968,27548,13510,12995,6765,5495,11,38776,18597,26168,14537,6043,979,66324,190.1,-298.2,165.6,-70.5,13,0,185.2,-308.4,171,-68.7,15.8,-5.1,-4.9,-10.3,5.4,1.8,2.8,-5.1,8.2,-18.3,-21.2,1.061,1.098,48744,58307,49386,23660,3036,172594,,,,,,,,,,,,,,,,,
27-04-2021,49428,50329,43829,23902,2861,170349,350,0,0,0,57,407,1053,1287,1063,514,53,3970,141,41,69,45,9,306,6,45,40,,,91,51.68,39.22,104.83,5.93,0.22,202,6.85,0,0,0,1.06,7.91,0.032,0,0,4.87,4.87,78.38,16.75,3102,77,306,122,120,348,4075,8.55,19.04,5087,14193,7772,548,968,28568,11750,13613,6765,6095,11,38234,16837,27806,14537,6643,979,66802,217.6,-305.7,145.6,-71,13.5,0,204.4,-309,151.1,-67.1,16.2,-4.4,-13.2,-3.3,5.5,4,2.7,-4.4,8,-18.1,-20.9,1.078,1.105,51097,58466,49784,24651,3097,173488,,,,,,,,,,,,,,,,,
28-04-2021,50487,51030,44815,23975,2368,172675,375,0,13,0,62,450,1086,1286,1070,525,47,4014,141,48,74,46,9,318,14,54,41,,,110,48.36,37.29,104.23,5.66,0.2,196,7.81,0,0.09,0,1.03,8.93,0.04,0,0.74,7.92,8.66,76.37,14.98,3116,75,318,113,142,361,4125,8.75,19.21,4877,14893,7832,548,968,29118,12820,12868,6765,5045,11,37509,17697,27761,14597,5593,979,66627,213.4,-318.3,155.3,-60.5,10,0,213.2,-325.3,164.3,-66,9.6,-4.2,-0.2,-7,9,-5.5,-0.4,-4.2,8.8,-17.8,-22.2,1.057,1.096,51626,57990,49757,24265,2658,176255,,,,,,,,,,,,,,,,,
